facebookUrl,profileName,date,text,label
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Adi Sheva Shevchenko,2023-11-03T06:17:07.000Z,Bpk Presiden mempersatukan indonesia,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Dody Octaryza,2023-11-03T16:58:28.000Z,"Rakyat dmnapun adem ayem aja... 
Cuma buzzerp aja yg kadang bikin onar dan timses nya biasa nyales....",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,P Yapi,2023-11-03T10:31:32.000Z,"Sejarah 3 calon Presiden kumpul, Adem liatnya, semoga pesta demokrasi kali ini adem2 smpe selesai",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Koten'ko Alexandro,2023-11-04T02:49:04.000Z,"Para Capres sudah sepakat untuk Demokrasi Rukun, semangat juga untuk para pendukung dan simpatisan untuk jaga persatuan.🙏👍👍👍",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Dwi Saputtra,2023-10-30T11:55:25.000Z,kelak kedepanya siapa yg Jadi presidenya nantinya semoga Amanah & mengutamakan Kepentingan Rakyat nya 🙂🙂,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Refli Monareh New,2023-11-03T12:19:01.000Z,"Bersatu Utk Indonesia Raya.
Slm Damai.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Irham Oktabari,2023-10-30T17:00:17.000Z,"Sekjen PBB, Presiden, Menlu dan mendagri",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Benny Pacquiao,2023-10-30T14:47:59.000Z,"Sehat selalu Mas Prabowo Subianto .
Tuhan memberkati 🙏🙏🙏",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,FrengQyy,2023-10-31T15:20:38.000Z,"Lanjutkan bapak karena jalanmu sudah benar ...!!
Salam dari anak mudah Sumba !!",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Suriadin P La Ode,2023-10-30T12:04:15.000Z,Suatu momen yang sangat langkah. Teduh melihat ini.,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Pian Rangga Putra,2023-10-30T16:20:13.000Z,Mantap luar biasa 👍,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Mahkota Pelaminan Pal,2023-11-01T05:02:14.000Z,"Kalau segala cara dihalalkan,kita patut bertanya!?",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Tumpal Hasibuan,2023-11-03T14:39:37.000Z,"Auranya aura baik dan positif,,, 🙏😇
Semoga sampai seterusnya,,, 😇",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Jan Silaban,2023-11-03T13:38:11.000Z,"MANTAP
sampai ke bawah aman ya
unang gabe na itoru naummohop👍👍👍",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Jeffrey Ernest Albert Kandou,2023-11-04T14:28:10.000Z,"Teladan yg baik.

Semoga akan diikuti oleh semua pendukung ke-tiga Balonpres di seluruh Indonesia.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Ricky van Beugen,2023-11-04T22:19:11.000Z,Sukses demi Indonesia,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Fransiskus Tamba,2023-11-01T11:44:58.000Z,Salut....pak,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Yohanes Elvani M,2023-10-30T11:53:03.000Z,Bner,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Yayang,2023-10-31T06:41:25.000Z,Bapak gemoy sekali🖤,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Dewi Sibarani,2023-10-30T14:37:12.000Z,Menuju Indonesia Maju di 2024,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Andi Kia,2023-11-04T04:50:30.000Z,Di sini kita baru sadar betapa bodohnya kita sebagai pendukung dari kandidat capres kita ini...kita teriak2 untuk mendukung mereka membela mereka dan kita bela2i saling ejek satu akidah saling bully satu suku satu budaya dan satu tanah air dan terkadang kita sampai selisih faham dan tidak bertegur Sapa hanya karena beda pilihan...dan ternyata di balik layar mereka akur2 saja damai2 saja tenang2 saja...saling berjabat tangan saling berpelukan dengan lawan capres nya... jadi intinya mari kita dukung capres2 kita dengan damai kita bela dengan sopan dan kita meriahkan pesta demokrasi 2024 dengan damai dan meriah tanpa harus ada yang tersakiti...🙏🙏🙏🙏 Prabowo Subianto,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Lamhot Kudadiri,2023-10-30T12:56:56.000Z,2000 militanku sudah kuarahkan memilih prabowo/ gibran.PRABOWO/GIBRAN MENANG  PRESIDEN 2024. DAN SAYA MENANG DPRD KABUPATEN DAIRI / SUMATERA UTARA,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,John SO Khan,2023-10-31T02:41:25.000Z,INDONESIA SUPER POWER Bapak Prabowo Subianto RI 1-mas Gibran RI 2.....,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Mas'ud Ali,2023-11-02T04:55:37.000Z,"Salam santun pak Prabowo.
Wis wayae,",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Satyagraha Saruan,2023-11-04T03:49:31.000Z,🙏😇👏Yth.: Bapak PRABOWO SUBIANTO PRESIDEN REPUBLIK INDONESIA 2024-2029🇲🇨🇲🇨,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,PUSAT,2023-10-30T16:37:38.000Z,"saya dukung pak Prabowo Subianto  entah nanti siapa yg jadi semoga kedepanya indonesia semakin maju,semoga bpk sehat selalu dan sukes untuk kedepanya buat indonesia 🙏",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Dwi Hary,2023-10-30T12:00:47.000Z,"Calon mah ngopi bareng ..pendukungnya pada panas panasan...😂😀
Belajar berpolitik dewasa...dalam dalam Kontes pemilihan pasti ada menang ada kalah....
Intinya siap menerima&mengakui kekalahan  & kemenangan....
Salam sehat",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Ady Mubarok,2023-10-31T02:13:09.000Z,Ttep pak prabowo☄️,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Syaiful Azwar Qori,2023-11-03T08:05:25.000Z,Aniss baswedann RI 2024🤲☝️,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Cuan,2023-11-03T11:56:10.000Z,Ada yg begitu merasa hebat dan ada yg merasa biasa saja bertemu dengan presiden hanya karena undangan makan,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Wahyu Utomo,2023-10-30T16:55:23.000Z,"Rasanya senang jika ke 3 calon Presiden duduk berdampingan, penuh rasa damai dan kharismatik Indonesia yang sesungguhnya 🙏🤲❤",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Darwin Jbedebiz,2023-11-04T03:18:28.000Z,Semoga pak prabowo sehat selalu,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Agus Supiandi,2023-11-01T21:18:40.000Z,Kalau Netralitas pejabat publk di dukung gak tu. 🤣🤣🤣,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Bung Githa Hulu,2023-11-03T09:12:44.000Z,Capres ku luar biasa💪,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Zhal Nasyer,2023-11-03T02:25:23.000Z,Daeng Anisku 🥰,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Kandang Balugu Afore,2023-11-01T13:44:39.000Z,Biarkan tuhan yg pilih mereka,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Mamanya SaviraFaris,2023-11-04T02:21:57.000Z,Pak prabowo,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Agoenk Ichigo,2023-11-04T12:01:27.000Z,Minumnya Nutrisari apa JasJus pak?,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Asrul Hasibuan,2023-10-30T11:49:19.000Z,"Semoga yg terpilih nanti yg mampu memberi Marwah di mata dunia.mencintai dan di cintai rakyatnya.berjanjilah bpk2 calon terbaik kami.jdkan Indonesia ini bangga karena berbangsa Indonesia.
Dan yakinkan kami,selama penerintahanmu,
Masih ada yg jujur dan hanya pengabdian untuk negri tercinta👍🏻🇮🇩",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Kamar Kopi,2023-11-03T15:53:00.000Z,Ini kalian di mana?,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Dwi Ratna Sari,2023-11-04T23:59:45.000Z,Love sekebon Bapak Prabowo Subianto ❤,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Lidya Manalu,2023-11-03T03:41:00.000Z,"Ya harus berdamai, siapapun pemenangnya itu lah yg terbaik.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Menara,2023-11-03T11:40:38.000Z,Boleh satu meja tapi tidak untuk satu kepemilihan 😊,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Kaka Rhoy,2023-11-02T06:06:25.000Z,"Mantab..,,,,,,",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Kang Epung,2023-11-05T01:31:19.000Z,Mantul..,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Meiman Laoli,2023-11-04T13:08:22.000Z,Putra terbaik indonesia 💪,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Edi Saputro,2023-11-04T13:47:32.000Z,"Salah 1 di antara beliau²,thn dpan akan menjadi imam negara ini,jadilah imam yg baik dan sebaik²nya imam..",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Rahmat Bahrul Ulum,2023-11-02T08:35:40.000Z,Pengambilan foto nya selalu 🤣,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Yudi Wahyudin,2023-11-05T04:15:11.000Z,Adem ci sarat makna dan politik...,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Rehabilitasi Kemenangan,2023-11-05T05:24:14.000Z,Sehat selalu bapak Prabowo Subianto,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Azman Manan,2023-11-05T07:31:22.000Z,Siapa President Indonesia?,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Bung Khaidir,2023-10-30T12:23:37.000Z,Damai Indonesiaku 👍🤝👉🤲🙏🏻😊,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Asep Rouf,2023-10-30T11:39:37.000Z,"Siapa pun yg terpilih nanti, mohon diterima dg ikhlas ya, pak. Berarti, dia lah yg Allaah SWT taqdirkan utk memimpin bangsa ini ke depan.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Tini Ani,2023-10-30T11:29:09.000Z,Semua anak bangsa harus rukun bersatu demi kemajuan Bangsa Indonesia,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Adi Almutaqin Pondanda,2023-10-30T15:43:46.000Z,"Gerakan Politik Batik Indonesia.

#SemuaIndonesia
#KitaSemuaBersaudara
#PemiluRiangGembira
#DemokrasiAlaIndonesia",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Komang Gas,2023-11-03T05:22:01.000Z,Prabowo Subianto  presiden 2024,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Fadly Mohamad,2023-11-03T17:12:46.000Z,"Prabowo Subianto  Presidenku 2024 , pemuda maju pemuda bersatu untuk Indonesia maju 🙏🙏🙏",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Save Palestina,2023-10-30T17:47:16.000Z,"PAK PRABOWO YANG TERHORMAT.
SAYA SELALU BERDO'A SUPAYA BAPAK BISA MENJADI PRESIDEN DI 2024 NANTI.
1 HARAPAN SAYA KEPADA PAK PRABOWO, JIKA NANTI BPK TERPILIH JADI PRESIDEN TOLONG BANTU PALESTINA YA PAK 😭
SAYA IKHLAS DAN RIDHO MEMBERIKAN HAK SUARA SAYA SAAT PILPRES FEBRUARI NANTI UNTUK BPK.
SEMOGA BPK BACA KOMEN SAYA.
SEHAT SELALU BPK 🤲❤️",Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Angki Angki,2023-10-30T12:03:35.000Z,Semoga amanah..jgn membiarkan rakyatmu.memderita dan meneteskan  air mata kesengsaraan .jadilah pemimpin yg bisa dibanggakan bukan.pemimpin  yg zolim,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Abdusshomad,2023-11-03T04:07:15.000Z,Alhamdulillah bersatu untuk NKRI,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Ebenezer Limbong,2023-10-30T12:26:12.000Z,Indahnya perdamaian,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Andi Wijaya,2023-11-03T01:58:37.000Z,Bedanya yang 2 anak buah,Spam
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,M Nur Iqbal,2023-11-04T11:45:52.000Z,"Para calon pemimpin wae isok duduk bareng
Lah iki calon pemilih malah saling ngelek ngeleke",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Anisa Shafira,2023-10-30T13:08:29.000Z,Mntp pak ..BPK punya jiwa yg tulus😘ini ada lagu dari kmi warga Lampung🙏Semoga 2024 BPK presiden RI🤲🤲,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Wawan G-touk,2023-11-05T00:41:12.000Z,"Semoga rukun selamanya capres dan juga semua rakyat pemilihnya.
Walupun beda pilihan,,tetap saudara semua👍👍👍👍👍🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Al Ikhwansyah II,2023-10-30T11:29:53.000Z,NTB PRABOWO-GIBRAN Bapak. 👏,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Tok Lintang,2023-10-30T11:32:20.000Z,Calon Persiden kita balik bangkit bersama degan bapak perabowo,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Tom Sahaja,2023-11-01T15:22:21.000Z,"Berpolitik riang gembira,
Menang tanpa merendahkan
Ganyang buzer2 bayaran yg memperkeruh suasana.

Indonesia Damai.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Ago M Armin,2023-10-30T11:36:45.000Z,Pak Anies Baswedan  tetep komitmen dengan pendiriannya 2024 presiden kita,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Edhi,2023-10-30T11:28:08.000Z,Pak Prabowo the next presiden,Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Heru Haerudin,2023-10-30T11:33:12.000Z,"Bapak-Bapak adalah anak bangsa pilihan.
Kami berharap bapak-bapak juga memberi contoh yang baik dalam proses demokrasi pilpres nanti.",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Jonh Freddy Pasaribu,2023-10-30T12:23:45.000Z,"Ini baru indonesia kita itu harus bersatu
Karena indonesia itu juga unik....
ragam suku, bahasa, ras, agama, dan budaya tetapi tetap satu bangsa yaitu bangsa Indonesia yang begitu kaya dalam segala bidang,
Ini harus terus ditingkatkan nilai-nilai kerukukan sebagai kekuatan suatu bangsa, mulai dari hulu ke hilir, artinya dimulai dr presiden dan sampai pemilihan ke kepala desa....",Ham
https://www.facebook.com/PrabowoSubianto/posts/pfbid0VoqZHrkjfbfyX7zZr5PimVutoMwLHMRE9RrQXi25SybE7BMzU7eD57ho6AQsGfwQl,Ayahnya Ziyan Minak Setia,2023-10-30T11:30:19.000Z,"Mereka adalah putra bangsa yg luar biasa... Mereka akur dlm kontes pilpres... Damai.. Sejuk.. Semoga para pendukungnya juga Damai sejuk tanpa saling menjelekkan . 

Amiin yaa rabbal 'alamiin",Ham
