facebookUrl,profileName,date,text,label,Unnamed: 5,preprocessing-result
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Pittor Hutabarat,2023-09-13T09:48:24.000Z,Sehat selalu pak.,Ham,,['sehat']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yuliana Ana,2023-09-13T10:17:58.000Z,Luar biasa Bapa..👍👍,Ham,,['bapa']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Azmi Ishak,2023-09-13T10:17:01.000Z,Mantap keren 👌👍,Ham,,"['mantap', 'keren']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Indo Nanova,2023-09-13T10:28:52.000Z,Keren....super speed.....,Ham,,"['keren', 'super', 'speed']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Habib Setiadi,2023-09-14T03:29:25.000Z,"Gasss,,, polll... Barrakallaahh 👍👍👍👍👍👍👍",Ham,,"['gasss', 'polll', 'barrakallaahh']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Robertus M,2023-09-13T10:36:19.000Z,"Keren pak,namun harapan dari kami rakyat jelata semoga bpk,bisa melanjutkan dgn 3 periode.agar bangsa dan negara kesatuan RI kedepannya semakin maju.",Spam,,"['keren', 'harap', 'rakyat', 'jelata', 'moga', 'bpk', 'lanjut', 'dgn', 'periode', 'bangsa', 'negara', 'satu', 'ri', 'depan', 'maju']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Ajimank Nada,2023-09-13T12:22:44.000Z,Kalau saja beliau memimpin Negari ini lbh lama sy yakin kemajuan akan lbh lagi. Smg penggantinya setara beliau sehingga kereta cepat bisa nyambung ke Surabaya atau daerah lainnya.,Ham,,"['beliau', 'pimpin', 'negari', 'lbh', 'sy', 'maju', 'lbh', 'smg', 'ganti', 'tara', 'beliau', 'kereta', 'cepat', 'nyambung', 'surabaya', 'daerah']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Husni Fuad,2023-09-13T10:03:19.000Z,Izin pak .. pantura pak di hidupkan kembali keretanya semarang -demak -kudus -pati -rembang - tuban dst . Terimakasih.,Spam,,"['izin', 'pantura', 'hidup', 'kereta', 'semarang', 'demak', 'kudus', 'pati', 'rembang', 'tuban', 'dst', 'terimakasih']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Akpulo,2023-09-13T09:41:27.000Z,Mantap kl mau ramai keretacepat. Harga lebihmurah dr negara lain dan korting harga K,Ham,,"['mantap', 'kl', 'ramai', 'keretacepat', 'harga', 'lebihmurah', 'dr', 'negara', 'korting', 'harga', 'k']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Isharum Dwihastuti,2023-09-13T14:23:51.000Z,Alhamdulillah..... terima kasih pak Jokowi dan semoga pak Jokowi sehat selalu serta senantiasa selalu dilindungi oleh Allah SWT ...... Aamiin Yaa Robbal Aalamiin 🤲,Ham,,"['alhamdulillah', 'terima', 'kasih', 'jokowi', 'moga', 'jokowi', 'sehat', 'senantiasa', 'lindung', 'allah', 'swt', 'aamiin', 'yaa', 'robbal', 'aalamiin']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Dharma Putra,2023-09-13T11:24:42.000Z,Muncul satu nanti akan muncul yang lainnya… semoga yg lain kebagian juga dilintasi kereta cepat..,Ham,,"['muncul', 'muncul', 'moga', 'yg', 'bagi', 'lintas', 'kereta', 'cepat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Muhammad Alvan Shiddiq,2023-09-13T11:07:49.000Z,"Saya sangat senang dengan kedatangan bapak , Apalagi antusias masyarakat menyambut kedatangan bapak Sekaligus Saya Lebih senang bisa bertemu langsung Semoga bapak sehat selalu...",Ham,,"['senang', 'datang', 'antusias', 'masyarakat', 'sambut', 'datang', 'senang', 'temu', 'langsung', 'moga', 'sehat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yati Katamona,2023-09-14T10:24:55.000Z,Keren Pak👍👍👍,Ham,,['keren']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Galih Merta,2023-09-14T02:59:50.000Z,Salam rahayu buat bpak prsiden dlam mnjlkn tugas2 negara semoga di lancrkn.. 🙏,Ham,,"['salam', 'rahayu', 'bpak', 'prsiden', 'dlam', 'mnjlkn', 'tugas', 'negara', 'moga', 'lancrkn']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Away Smasher,2023-09-13T10:08:09.000Z,Amazing....... JOKOWI is the best,Ham,,"['amazing', 'jokowi', 'is', 'the', 'best']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Edi Sopiadi,2023-09-13T13:01:15.000Z,Indah pada waktunya 👍🙏,Ham,,['indah']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Bryan O,2023-09-15T08:06:42.000Z,Good work pk d,Ham,,"['good', 'work', 'pk', 'd']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Mery Miauw,2023-09-18T12:06:59.000Z,"Amin puji Tuhan,Indonesia terus maju ,tetap semangat.",Ham,,"['amin', 'puji', 'tuhan', 'indonesia', 'maju', 'semangat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Lucy Dayona Ompusunggu,2023-09-13T09:46:00.000Z,Ah pak Rasanya belum siap kmi di tinggal bapak utk tahun depan pak..sehat selalu pak..Indonesia Masi butuh bapak 3 periodek LG  pak 🙏🙏,Spam,,"['ah', 'kmi', 'tinggal', 'utk', 'sehat', 'indonesia', 'mas', 'butuh', 'periodek', 'lg']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Gembrixs,2023-09-13T11:21:17.000Z,"Semoga pengganti mu tetap mempunyai karakter seperti panjenengan,,,dan yg perlu di ingat,asal jangan sumur resapan.",Spam,,"['moga', 'ganti', 'mu', 'karakter', 'panjenengan', 'yg', 'sumur', 'resap']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Lingga Berena Lingga,2023-09-17T05:50:45.000Z,Mt siang pak negara,Spam,,"['mt', 'siang', 'negara']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Kang Wawan Wawan,2023-09-13T20:03:46.000Z,Terimakasih bpk Presiden Ir H.Joko Widodo atas Darma bakti yg sdh di lakukan Pd Negeri ini semoga kelak Nuswantara/ ibu Pertiwi tercinta menjadi Negeri yg baldatun Toyyibun Warobbun Ghofur. 🇮🇩⭐,Ham,,"['terimakasih', 'bpk', 'presiden', 'ir', 'h', 'joko', 'widodo', 'darma', 'bakti', 'yg', 'sdh', 'laku', 'pd', 'negeri', 'moga', 'kelak', 'nuswantara', 'pertiwi', 'cinta', 'negeri', 'yg', 'baldatun', 'toyyibun', 'warobbun', 'ghofur']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Adi N,2023-09-16T09:58:57.000Z,"Dari pada bikin jalan tol, saya lebih suka transportasi publik kereta yg terkoneksi tiap daerah. Rendah emisi, lebih cepat sampai ke tujuan dan tingkat kecelakaan lebih rendah.",Ham,,"['bikin', 'jalan', 'tol', 'suka', 'transportasi', 'publik', 'kereta', 'yg', 'koneksi', 'daerah', 'rendah', 'emisi', 'cepat', 'tuju', 'tingkat', 'celaka', 'rendah']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Farhan Lubis,2023-09-13T14:11:46.000Z,Mantap pak,Ham,,['mantap']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Punang Marcel,2023-09-14T12:50:40.000Z,Satu strategy utk beberapa manfaat. Sehat selalu my president.. GBU,Ham,,"['strategy', 'utk', 'manfaat', 'sehat', 'my', 'president', 'gbu']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Las Trie,2023-09-13T10:17:40.000Z,ke kota karawang pak.,Spam,,"['kota', 'karawang']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Herlina Pamungkas,2023-09-13T09:42:45.000Z,Mantap pakde. Andai sy bs nyobain bareng pakde,Ham,,"['mantap', 'pakde', 'andai', 'sy', 'bs', 'nyobain', 'bareng', 'pakde']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Felix Trianto Senopadang,2023-09-13T09:43:45.000Z,Mantap pak de 🔥🔥🔥,Ham,,"['mantap', 'de']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,J Siswanto Dalidjo,2023-09-14T06:32:57.000Z,Sayang bapak ga ngajak fakir miskin rakyat jelata atau orang  ga mampu utk ikut bersama2 nikmati...jadi minimal mereka ikut bangga kalo pesisir rumahnya dilewati kereta cepat..🙏🙏😁,Ham,,"['sayang', 'ga', 'ngajak', 'fakir', 'miskin', 'rakyat', 'jelata', 'orang', 'ga', 'utk', 'nikmat', 'minimal', 'bangga', 'kalo', 'pesisir', 'rumah', 'lewat', 'kereta', 'cepat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Nur Nur,2023-09-13T10:09:43.000Z,Semoga pak presiden dan keluarga selalu sehat panjang umur selalu dalam lindungan  Allah S.W.T 🤲,Ham,,"['moga', 'presiden', 'keluarga', 'sehat', 'umur', 'lindung', 'allah', 's', 'w', 't']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Bang Jono,2023-09-13T10:17:31.000Z,Keren pak jokowi,Ham,,"['keren', 'jokowi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Tri Wahyu,2023-09-16T11:26:27.000Z,Mau coba naik....mahal gk yah .   ..,Ham,,"['coba', 'mahal', 'gk', 'yah']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Djunarto Kuntoro,2023-09-14T14:55:37.000Z,"10 tahun memerintah negeri tercinta, persembahan buat RI TERCINTA. Terima kasih Pak Dhe 🥰🥰🥰",Ham,,"['perintah', 'negeri', 'cinta', 'sembah', 'ri', 'cinta', 'terima', 'kasih', 'dhe']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Sulthoni Akbar,2023-09-13T12:12:23.000Z,"Keren pak pres...

#Rampang",Ham,,"['keren', 'pres', 'rampang']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Mamanya Yumna,2023-09-13T14:45:52.000Z,Harga bbm turunkeun deui bell manehma lihay naekeun nurunkeun t becus,Spam,,"['harga', 'bbm', 'turunkeun', 'deui', 'bell', 'manehma', 'lihay', 'naekeun', 'nurunkeun', 't', 'becus']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Tace Abig,2023-09-17T23:54:13.000Z,Kenapa belum ada di Ambon ya,Spam,,"['ambon', 'ya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yantho Rundy,2023-09-14T10:02:45.000Z,SBY ngapain aja 10 thn,Spam,,"['sby', 'ngapain', 'aja', 'thn']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Qurrotun Aulia,2023-09-14T02:31:14.000Z,Waw sehat selalu pk,Ham,,"['waw', 'sehat', 'pk']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Kang Su,2023-09-14T02:16:50.000Z,Sehat slalu pak,Ham,,"['sehat', 'slalu']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Titi Sudartini,2023-09-14T11:07:10.000Z,Mantap nggeh pak Jokowi,Ham,,"['mantap', 'nggeh', 'jokowi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Shabbir Kabir,2023-09-13T12:48:49.000Z,Congratulations Pak Jokowi 💐🙏🏽,Ham,,"['congratulations', 'jokowi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Iman,2023-09-13T12:19:46.000Z,Udh gak sabar mau naik kcic,Ham,,"['udh', 'gak', 'sabar', 'kcic']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Smart Detox Tea,2023-09-14T12:56:52.000Z,"Salah satu cara untuk mengurangi kemacetan , transportasi publik",Ham,,"['salah', 'kurang', 'macet', 'transportasi', 'publik']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Fia Naga,2023-09-13T09:41:11.000Z,Sehat selalu pakdhe🌸,Ham,,"['sehat', 'pakdhe']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Nanik Sudarwati,2023-09-13T15:41:00.000Z,Slalu sehat pak ...,Ham,,"['slalu', 'sehat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Putra Betaubun,2023-09-13T09:50:30.000Z,Sukses selalu pak🙏,Ham,,['sukses']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Sholikhin Iqza,2023-09-13T11:42:42.000Z,Selamat menjalankan tugas sekaligus uji coba kreta cepat dapat bermanfaat dan dapat meningkatkan perekonomiAn dari sektor transportasi hingga masyarakat luas dapat merasakAn kemanfaatanya...,Ham,,"['selamat', 'jalan', 'tugas', 'uji', 'coba', 'kreta', 'cepat', 'manfaat', 'tingkat', 'ekonomi', 'sektor', 'transportasi', 'masyarakat', 'luas', 'rasa', 'kemanfaatanya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Asmaranie Wahyu,2023-09-18T05:38:00.000Z,Keren pk dhe  😍,Ham,,"['keren', 'pk', 'dhe']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,I Nyoman Putra Candasuria,2023-09-14T06:22:04.000Z,"Jikalau nggak punya ilmu umum dan khusus pelajaran B. indonesia, B. Inggris, PPKN, Agama, PLKJ serta merakyat mending pada mingkem wae..., Peringatan keras bagi yang anti pak Presiden Joko Widodo. Kalian punya jasa apa untuk membentuk modal?!",Spam,,"['nggak', 'ilmu', 'khusus', 'ajar', 'b', 'indonesia', 'b', 'inggris', 'ppkn', 'agama', 'plkj', 'rakyat', 'mending', 'mingkem', 'wae', 'ingat', 'keras', 'anti', 'presiden', 'joko', 'widodo', 'jasa', 'bentuk', 'modal']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,George Gainau,2023-09-18T00:27:38.000Z,"Luar biasa bapak Presiden Ir. Joko Widodo. 
Terima bapak Presiden 🙏🙏🙏",Ham,,"['presiden', 'ir', 'joko', 'widodo', 'terima', 'presiden']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Sudar,2023-09-13T11:03:42.000Z,Alhamdulillah indonesia punya kebanggaan dibidang transportasi ...luar biasa,Ham,,"['alhamdulillah', 'indonesia', 'bangga', 'bidang', 'transportasi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Andreas Sinaga,2023-09-20T10:13:31.000Z,Sehat selalu ya pak broo,Ham,,"['sehat', 'ya', 'broo']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Asep Heryana,2023-09-14T03:50:33.000Z,Mantaf pak... mohon tol cigatas dipercepat juga 🙏,Spam,,"['mantaf', 'mohon', 'tol', 'cigatas', 'cepat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Junani Subehan,2023-09-13T12:08:06.000Z,Syukur alhamdulillah ikut bangga melihat nya.,Ham,,"['syukur', 'alhamdulillah', 'bangga', 'nya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Salman,2023-09-14T02:38:21.000Z,Tinggal jln tol cigatasnya pak presiden yg baik,Spam,,"['tinggal', 'jln', 'tol', 'cigatasnya', 'presiden', 'yg']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Budy Darmawan,2023-09-13T09:54:14.000Z,Pak saya ikut nyobain donk.. ☺️,Ham,,"['nyobain', 'donk']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Josephine D. Hosana,2023-09-13T11:39:40.000Z,Luar biasa.. 👍👍,Ham,,[]
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Dedi,2023-09-13T12:25:19.000Z,"Alhamdulillah,",Ham,,['alhamdulillah']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Mas W,2023-09-13T12:02:40.000Z,"Bapak Terbaik 👍👍👍
Sehat selalu",Ham,,"['baik', 'sehat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Dave Vid,2023-09-13T09:42:19.000Z,Keren Pak.,Ham,,['keren']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Wati Wati,2023-09-13T10:57:40.000Z,"Semoga bpk presiden sekolurga sehat"" selalu 🤲🤲🙏",Ham,,"['moga', 'bpk', 'presiden', 'sekolurga', 'sehat']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Arfan Fahmi,2023-09-13T09:57:44.000Z,Emang terasa bedanya..maju terus dongane ya..,Ham,,"['emang', 'beda', 'maju', 'dongane', 'ya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Ni Nyoman Sudarmini,2023-09-15T07:12:17.000Z,Terima kasih pak Jokowi❤️❤️❤️😇😇😇🙏🙏🙏,Ham,,"['terima', 'kasih', 'jokowi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Oward Oyou,2023-09-13T09:44:48.000Z,"🥰 bikin satu lagi pak, dari Kabupaten Murung Raya Utara Kaliman Tengah sampai ke Banjarmasin 🙏🤲😍

Salam sehat dan rejeki bagus dari Tuhan; untuk semua yang membaca 🤲🙏",Ham,,"['bikin', 'kabupaten', 'murung', 'raya', 'utara', 'kaliman', 'banjarmasin', 'salam', 'sehat', 'rejeki', 'bagus', 'tuhan', 'baca']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Donbosko Alior,2023-09-13T09:41:31.000Z,Sore BP presiden🙏🙏,Spam,,"['sore', 'bp', 'presiden']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Angga AlterEgo,2023-09-13T09:49:18.000Z,Pak mohon untuk di kondisikan feeder nya juga ke stasiun bandung di utamain atau jd prioritas kalo bisa,Ham,,"['mohon', 'kondisi', 'feeder', 'nya', 'stasiun', 'bandung', 'utamain', 'jd', 'prioritas', 'kalo']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Astuty Dwiwhyuni,2023-09-15T04:13:18.000Z,"Keren, Pak.",Ham,,['keren']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Marco Waru,2023-09-18T01:40:57.000Z,Mantap pakde😊😊,Ham,,"['mantap', 'pakde']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Hamid Irfani,2023-09-14T05:10:48.000Z,Priyek luar biada. Sehat terus untuk Bpk Ri 1.,Ham,,"['priyek', 'biada', 'sehat', 'bpk', 'ri']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Supri Adi,2023-09-13T10:33:23.000Z,Tolong mudahkan guru PPPK untuk mendapatkan sertifikasi pendidikan karena pengabdian kami sudah cukup lama melalui lulus PPG dengan skala prioritas,Spam,,"['tolong', 'mudah', 'guru', 'pppk', 'sertifikasi', 'didik', 'abdi', 'lulus', 'ppg', 'skala', 'prioritas']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Tina Tangke Salle,2023-09-13T15:14:57.000Z,MANTAAAAP  PAK,Ham,,['mantaaaap']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Rikson Siagian,2023-09-18T11:54:22.000Z,"LUAR BIASA... KARYA MU PAK JOKOWI..
DOA.. KAMI SEHAT LAH SELALU BAPAK SERTA KELUARGA SEMUA...TRIMAKASIH.",Ham,,"['karya', 'mu', 'jokowi', 'doa', 'sehat', 'keluarga', 'trimakasih']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Aolheng Alengleng,2023-09-19T22:56:50.000Z,Alhamdulillah pakde,Ham,,"['alhamdulillah', 'pakde']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Arul Jr Sr.,2023-09-17T06:34:22.000Z,mantap pk de,Ham,,"['mantap', 'pk', 'de']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Imam Krismanto,2023-09-13T21:42:19.000Z,Gimana bli tiketnya yah,Ham,,"['gimana', 'bli', 'tiket', 'yah']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Yesika Setyawati,2023-09-13T12:39:42.000Z,Awal yg baik untuk transportasi masa depan yang lebih baik,Ham,,"['yg', 'transportasi']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Garis Ayah Tera,2023-09-13T12:16:50.000Z,Mantap. Berkah Dalem Gusti pak,Ham,,"['mantap', 'berkah', 'dalem', 'gusti']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Eky Fikriansyah,2023-09-14T14:02:09.000Z,Keren juga cuma setengah jam,Ham,,"['keren', 'jam']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Bejo Ne Bejo,2023-09-13T10:13:40.000Z,Tansah pinaringan SehART Pakdhe ..... ☕️☕️☕️,Spam,,"['tansah', 'paring', 'hart', 'pakdhe']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Aryo Pembarep Sadawira,2023-09-13T23:34:24.000Z,Melaju menuju Indonesia maju.. ✨👍,Ham,,"['laju', 'indonesia', 'maju']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Gusti Zulma Hendra,2023-09-14T13:20:33.000Z,"Mobil esemka dialernya di mana,kata nya udah ada yg pesan 6000 unit,serius nanya",Spam,,"['mobil', 'esemka', 'dialernya', 'nya', 'udah', 'yg', 'pesan', 'unit', 'serius', 'nanya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Arsyanendra Ekawira,2023-09-15T22:43:30.000Z,"Rempang memanggil pak. Jangan jalan-jalan mulu, dulu janjinya waktu kampanyenya mau selesaikan sertifikat masyarakat Rempang, tapi nyatanya sekarang kok digusur. Bagaimana ini. Kasihan masyarakat pak, mati di negeri sendiri.",Spam,,"['rempang', 'panggil', 'jalan', 'jalan', 'mulu', 'janji', 'kampanye', 'selesai', 'sertifikat', 'masyarakat', 'rempang', 'gusur', 'kasihan', 'masyarakat', 'mati', 'negeri']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Cepot Sajagat,2023-09-13T11:00:41.000Z,Bagaimana dengan saudara2 melayu kIta pak di #rempang,Spam,,"['saudara', 'melayu', 'rempang']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Eky Rachman,2023-09-13T09:45:44.000Z,"Next Jakarta - Surabaya, baru saya mau naik",Ham,,"['next', 'jakarta', 'surabaya']"
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Lucy Batubara,2023-09-13T09:53:07.000Z,KEREN BAPAK 🥰,Ham,,['keren']
https://www.facebook.com/photo/?fbid=874958717319557&set=a.411319653683468,Muhammad Ali Akbar,2023-09-13T09:39:16.000Z,alhamdulillah,Ham,,['alhamdulillah']
